poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
Zaldibar,2007-11-13,11:50:03,Blanco,A-8,84,84,CANTABRIA,-2.59282,43.16823
Zaldibar,2007-11-13,11:50:03,Blanco,A-8,84,84,CANTABRIA,-2.59282,43.16823
,2007-11-13,10:11:01,Amarillo,A-8,82,82,CANTABRIA,-2.56968,43.16858
Zaldibar,2007-11-13,11:50:03,Blanco,A-8,84,84,CANTABRIA,-2.59282,43.16823
Zaldibar,2007-11-13,11:50:03,Blanco,A-8,84,84,CANTABRIA,-2.59282,43.16823
,2007-11-13,11:50:03,Blanco,A-8,84,84,CANTABRIA,-2.59282,43.16823
,2007-11-13,10:11:01,Amarillo,A-8,82,82,CANTABRIA,-2.56968,43.16858
Abadio,2007-11-13,10:11:01,Amarillo,A-8,81,81,CANTABRIA,-2.55737,43.16746
Abadio,2007-11-13,10:11:01,Amarillo,A-8,81,81,CANTABRIA,-2.55737,43.16746
Barakaldo,2007-11-13,10:29:56,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
,2007-11-13,10:29:56,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
,2007-11-13,10:11:01,Amarillo,A-8,81,81,CANTABRIA,-2.55737,43.16746
,2007-11-13,10:11:01,Amarillo,A-8,81,81,CANTABRIA,-2.55737,43.16746
,2007-11-13,09:25:08,Blanco,BI-4675,53,53,PAULES (CARRANZA),-3.34634,43.24146
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Bilbao,2007-11-12,22:41:18,Amarillo,A-8,113,111,CANTABRIA,-2.908069,43.23378
Galdakao,2007-11-12,21:07:13,Blanco,A-8,102,102,IRUN,-2.78204,43.23156
Galdakao,2007-11-12,21:07:13,Blanco,A-8,102,102,IRUN,-2.78204,43.23156
,2007-11-12,19:35:36,Amarillo,A-8,121,117,CANTABRIA,-2.978033,43.27476
,2007-11-12,19:35:36,Amarillo,A-8,121,113,CANTABRIA,-2.978033,43.27476
,2007-11-12,09:46:44,Amarillo,N-240,32,38,VITORIA-GASTEIZ,-2.718324,43.08044
Bilbao,2007-11-12,10:56:44,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
,2007-11-12,09:46:44,Amarillo,N-240,32,38,VITORIA-GASTEIZ,-2.718324,43.08044
,2007-11-12,08:54:06,Blanco,BI-4675,53,53,PAULES (CARRANZA),-3.34634,43.24146
Bilbao,2007-11-12,10:56:44,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
,2007-11-12,12:25:03,Blanco,A-8,0,0,IRUN,-1.75347,43.33959
,2007-11-12,10:56:44,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
,2007-11-12,08:54:06,Blanco,BI-4675,53,53,PAULES (CARRANZA),-3.34634,43.24146
,2007-11-12,09:46:44,Amarillo,N-240,32,38,VITORIA-GASTEIZ,-2.718324,43.08044
,2007-11-12,08:54:06,Blanco,BI-4675,53,53,PAULES (CARRANZA),-3.34634,43.24146
Santurtzi,2007-11-11,23:48:27,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
Bilbao,2007-11-11,22:16:55,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Orozko,2007-11-10,08:33:18,Blanco,AP-68,22,22,BILBAO,-2.92426,43.07066
Barakaldo,2007-11-10,07:50:33,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
Barakaldo,2007-11-10,07:50:33,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Erandio,2007-11-09,10:13:18,Blanco,N-637,11,11,Barakaldo,-2.965278,43.30067
,2007-11-09,10:13:18,Blanco,N-637,11,11,Barakaldo,-2.965278,43.30067
,2007-11-09,10:13:18,Blanco,N-637,11,11,Barakaldo,-2.965278,43.30067
Orozko,2007-11-09,09:37:30,Blanco,AP-68,20,20,BILBAO,-2.915015,43.08647
Basauri,2007-11-08,21:19:53,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Ermua,2007-11-08,18:00:27,Amarillo,A-8,75,75,CANTABRIA,-2.49115,43.1774
Basauri,2007-11-07,21:08:56,Amarillo,A-8,113,111,CANTABRIA,-2.908069,43.23378
Basauri,2007-11-07,21:08:56,Blanco,A-8,113,111,CANTABRIA,-2.908069,43.23378
Zalla,2007-11-07,16:40:26,Amarillo,BI-2701,32,32,MALABRIGO,-3.15844,43.23749
Valle de Trpaga-Trapagaran,2007-11-07,14:53:30,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
Berriz,2007-11-07,08:44:48,Blanco,A-8,82,82,CANTABRIA,-2.56968,43.16858
,2007-11-06,23:18:45,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
Basauri,2007-11-06,21:20:37,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-11-06,21:21:25,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-11-06,21:20:37,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Galdakao,2007-11-06,09:00:20,Blanco,N-634,100,100,SANTANDER,-2.828036,43.23189
,2007-11-06,09:00:20,Blanco,N-634,100,100,SANTANDER,-2.828036,43.23189
Berriz,2007-11-06,08:32:02,Blanco,A-8,82,82,CANTABRIA,-2.56968,43.16858
Berriz,2007-11-06,08:32:02,Blanco,A-8,82,82,CANTABRIA,-2.56968,43.16858
Bilbao,2007-11-06,01:25:56,Blanco,A-8,120,120,IRUN,-2.96792,43.27208
Basauri,2007-11-05,21:18:48,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-11-05,21:18:04,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Berriz,2007-11-05,10:20:33,Blanco,A-8,79,79,IRUN,-2.53494,43.17128
Berriz,2007-11-05,10:17:53,Blanco,A-8,82,82,IRUN,-2.56989,43.16842
Berriz,2007-11-05,10:17:53,Blanco,A-8,82,82,IRUN,-2.56989,43.16842
Bilbao,2007-11-05,10:11:38,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-11-05,09:36:25,Blanco,A-8,0,0,IRUN,-1.75347,43.33959
Gordexola,2007-10-31,09:16:26,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
Bilbao,2007-11-04,22:15:58,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-11-04,22:15:58,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2007-11-04,16:05:10,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298
Bilbao,2007-11-02,21:30:12,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-11-01,21:45:18,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-10-31,22:17:27,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-31,22:16:31,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Gordexola,2007-10-31,09:16:26,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
Gordexola,2007-10-31,09:16:26,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
,2007-10-31,10:52:31,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
Gordexola,2007-10-31,09:16:26,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
Erandio,2007-10-31,08:23:16,Blanco,BI-637,8,8,KUKULARRA,-2.96382,43.30131
Bilbao,2007-10-29,07:16:34,Blanco,N-634,116,116,SANTANDER,-2.9682,43.27338
Mungia,2007-10-31,02:12:20,Blanco,BI-631,5,5,Bermeo,-2.89785,43.26284
Basauri,2007-10-30,23:26:41,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2007-10-30,23:17:25,Blanco,N-637,16,16,Barakaldo,-2.915606,43.28973
Bilbao,2007-10-30,22:38:31,Blanco,N-637,12,12,Galdakao,-2.954743,43.2993
,2007-10-30,11:15:40,Blanco,N-633,10,10,AEROPUERTO DE LOIU,-2.88083,43.28849
,2007-10-30,11:16:44,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
,2007-10-30,11:15:40,Blanco,N-633,9,9,AEROPUERTO DE LOIU,-2.88083,43.28849
,2007-10-30,09:57:52,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
,2007-10-30,09:57:52,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
,2007-10-30,09:13:46,Blanco,A-8,75,75,CANTABRIA,-2.49115,43.1774
,2007-10-30,09:12:10,Blanco,A-8,75,75,IRUN,-2.49062,43.17749
Barakaldo,2007-10-29,22:39:33,Blanco,A-8,123,123,IRUN,-2.99417,43.28436
Barakaldo,2007-10-29,22:39:33,Blanco,A-8,123,123,IRUN,-2.99417,43.28436
,2007-10-29,10:07:13,Blanco,BI-636,26,26,BILBAO,-3.14689,43.19862
,2007-10-29,09:25:22,Blanco,N-637,19,19,Galdakao,-2.882045,43.28189
,2007-10-29,07:54:58,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Bilbao,2007-10-29,07:16:34,Blanco,N-634,116,116,SANTANDER,-2.9682,43.27338
Barakaldo,2007-10-28,23:08:52,Blanco,A-8,123,123,CANTABRIA,-2.994162,43.28455
Basauri,2007-10-28,22:22:39,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2007-10-27,11:05:37,Blanco,AP-68,21,21,BILBAO,-2.91702,43.07784
Basauri,2007-10-26,22:47:13,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-26,22:45:47,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Basauri,2007-10-26,22:45:47,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Basauri,2007-10-26,22:45:47,Negro,A-8,111,113,IRUN,-2.88343,43.2309
Basauri,2007-10-26,22:47:13,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-26,22:45:47,Negro,A-8,111,113,IRUN,-2.88343,43.2309
Santurtzi,2007-10-26,08:02:09,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
,2007-10-26,09:14:54,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
,2007-10-26,09:14:54,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
Galdakao,2007-10-26,08:57:55,Amarillo,N-634,100,100,SANTANDER,-2.828036,43.23189
,2007-10-26,08:57:55,Amarillo,N-634,100,100,SANTANDER,-2.828036,43.23189
Santurtzi,2007-10-26,08:02:09,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Derio,2007-10-25,23:22:34,Blanco,N-637,18,18,Barakaldo,-2.892505,43.28646
Barakaldo,2007-10-25,22:52:30,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
Barakaldo,2007-10-25,23:22:34,Blanco,N-637,10,10,Barakaldo,-2.973928,43.29555
Barakaldo,2007-10-25,22:52:30,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
Basauri,2007-10-25,21:17:38,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Barakaldo,2007-10-25,22:52:30,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
Bilbao,2007-10-25,21:17:38,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-25,21:17:38,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-25,21:17:38,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-25,21:17:38,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-25,21:17:38,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-25,09:17:13,Blanco,BI-636,5,5,CADAGUA,-2.97139,43.26691
Bilbao,2007-10-25,09:17:13,Blanco,BI-636,5,5,CADAGUA,-2.97139,43.26691
Galdakao,2007-10-25,08:59:07,Blanco,N-634,100,100,SANTANDER,-2.828036,43.23189
Galdakao,2007-10-25,08:59:07,Blanco,N-634,100,100,SANTANDER,-2.828036,43.23189
Zalla,2007-10-25,08:54:41,Blanco,BI-636,26,26,BILBAO,-3.14689,43.19862
Santurtzi,2007-10-25,08:11:08,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Muskiz,2007-10-24,20:56:59,Blanco,A-8,132,132,CANTABRIA,-3.076844,43.33044
Muskiz,2007-10-25,01:18:58,Blanco,A-8,135,135,CANTABRIA,-3.10568,43.33813
,2007-10-25,01:18:58,Blanco,A-8,135,135,CANTABRIA,-3.10568,43.33813
Basauri,2007-10-24,21:16:48,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Bilbao,2007-10-24,21:16:48,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-24,21:16:48,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Muskiz,2007-10-24,20:56:59,Blanco,A-8,132,132,IRUN,-3.07694,43.33036
Gordexola,2007-10-24,12:39:24,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Gordexola,2007-10-24,12:39:24,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Galdakao,2007-10-24,13:09:34,Blanco,N-634,100,100,SANTANDER,-2.828036,43.23189
Gordexola,2007-10-24,12:39:24,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Durango,2007-10-24,09:25:50,Blanco,BI-623,29,29,DURANGO,-2.64331,43.16703
,2007-10-24,09:22:34,Blanco,BI-636,7,9,BILBAO,-2.974041,43.25064
Zaratamo,2007-10-24,08:36:02,Blanco,BI-3702,8,8,ZARATAMO (ATXANDI),-2.884453,43.20901
Basauri,2007-10-23,21:10:33,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-23,21:10:33,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-23,21:10:33,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-23,21:10:33,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2007-10-23,15:41:30,Amarillo,A-8,0,1,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,4,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,4,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,6,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,6,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,5,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,5,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,4,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,0,IRUN,-1.75347,43.33959
,2007-10-23,15:41:30,Amarillo,A-8,0,0,IRUN,-1.75347,43.33959
Galdakao,2007-10-23,09:02:43,Blanco,N-634,100,100,SANTANDER,-2.828036,43.23189
Galdakao,2007-10-23,09:02:43,Blanco,N-634,100,100,SANTANDER,-2.828036,43.23189
,2007-10-23,07:09:23,Blanco,A-8,135,135,CANTABRIA,-3.10568,43.33813
,2007-10-23,07:09:23,Blanco,A-8,135,135,CANTABRIA,-3.10568,43.33813
,2007-10-23,07:09:23,Blanco,A-8,135,135,CANTABRIA,-3.10568,43.33813
Barakaldo,2007-10-22,23:34:07,Blanco,N-637,8,8,Barakaldo,-2.986735,43.28512
,2007-10-22,23:34:07,Blanco,N-637,8,8,Barakaldo,-2.986735,43.28512
Basauri,2007-10-22,21:06:42,Amarillo,A-8,110,109,IRUN,-2.87208,43.23117
Basauri,2007-10-22,21:05:09,Amarillo,A-8,109,110,CANTABRIA,-2.860058,43.23475
Basauri,2007-10-22,21:14:57,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-22,21:14:57,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-22,21:14:57,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-22,21:06:42,Amarillo,A-8,110,109,IRUN,-2.87208,43.23117
Basauri,2007-10-22,21:05:09,Amarillo,A-8,109,110,CANTABRIA,-2.860058,43.23475
,2007-10-22,10:37:11,Blanco,N-633,10,10,AEROPUERTO DE LOIU,-2.88083,43.28849
,2007-10-22,10:37:11,Blanco,N-633,10,10,AEROPUERTO DE LOIU,-2.88083,43.28849
,2007-10-22,09:38:24,Blanco,AP-68,20,20,ZARAGOZA,-2.91544,43.08666
Santurtzi,2007-10-22,00:16:04,Blanco,A-8,130,130,CANTABRIA,-3.055796,43.3228
,2007-10-22,00:16:04,Blanco,A-8,130,130,CANTABRIA,-3.055796,43.3228
Bilbao,2007-10-21,22:52:11,Blanco,A-8,114,113,CANTABRIA,-2.919231,43.23613
,2007-10-21,22:50:48,Blanco,A-8,113,114,IRUN,-2.90804,43.23352
Bilbao,2007-10-19,22:52:05,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-19,22:54:31,Blanco,A-8,114,114,IRUN,-2.91894,43.23552
Basauri,2007-10-19,22:52:05,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2007-10-19,22:52:05,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2007-10-19,08:35:05,Blanco,AP-68,21,21,ZARAGOZA,-2.917043,43.07817
Bilbao,2007-10-18,21:25:21,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2007-10-18,21:25:21,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Gees,2007-10-18,10:07:56,Amarillo,BI-636,17,17,CADAGUA,-3.05277,43.19161
Gees,2007-10-18,10:07:56,Amarillo,BI-636,17,17,CADAGUA,-3.05277,43.19161
,2007-10-18,11:16:55,Blanco,BI-636,15,16,CADAGUA,-3.042474,43.20639
Gordexola,2007-10-18,11:18:46,Blanco,BI-636,18,18,CADAGUA,-3.06356,43.19168
,2007-10-18,11:16:55,Blanco,BI-636,15,16,CADAGUA,-3.042474,43.20639
,2007-10-18,10:07:56,Amarillo,BI-636,17,17,CADAGUA,-3.05277,43.19161
Bilbao,2007-10-17,21:11:15,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Bilbao,2007-10-17,21:09:12,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2007-10-17,21:09:12,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2007-10-16,23:21:22,Blanco,N-637,17,17,Barakaldo,-2.903443,43.28884
Bilbao,2007-10-16,23:17:33,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Basauri,2007-10-16,23:12:50,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2007-10-16,23:12:50,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-10-16,21:20:27,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2007-10-16,21:14:18,Negro,A-8,113,111,IRUN,-2.90804,43.23352
Barakaldo,2007-10-16,10:29:33,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
,2007-10-15,23:35:47,Blanco,A-8,123,123,CANTABRIA,-2.994162,43.28455
,2007-10-15,23:04:49,Blanco,BI-625,351,351,BILBAO,-3.011733,42.98379
Bilbao,2007-10-15,21:11:51,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2007-10-15,21:10:32,Negro,A-8,111,113,IRUN,-2.88343,43.2309
,2007-10-14,23:37:03,Amarillo,N-637,17,17,Barakaldo,-2.903443,43.28884
Bilbao,2007-10-14,22:10:14,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2007-10-14,22:10:14,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2007-10-14,22:22:54,Blanco,A-8,109,110,CANTABRIA,-2.860058,43.23475
Bilbao,2007-10-14,22:10:14,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Zaldibar,2007-10-10,21:13:25,Amarillo,A-8,75,75,CANTABRIA,-2.49115,43.1774
Bilbao,2007-10-11,23:22:39,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2007-10-11,23:22:39,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2007-10-11,08:41:13,Blanco,A-8,139,139,CANTABRIA,-3.15105,43.34158
Santurtzi,2007-10-10,21:35:44,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
Bilbao,2007-10-10,23:27:15,Blanco,BI-631,0,0,Bermeo,-2.9302,43.24253
,2007-10-10,21:13:25,Amarillo,A-8,75,75,CANTABRIA,-2.49115,43.1774
Bilbao,2007-10-10,22:36:47,Amarillo,BI-631,1,1,Bilbao,-2.92268,43.24787
Santurtzi,2007-10-10,21:35:44,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
Santurtzi,2007-10-10,21:35:44,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
Bilbao,2007-10-10,21:17:24,Amarillo,A-8,113,111,CANTABRIA,-2.908069,43.23378
,2007-10-10,21:13:25,Amarillo,A-8,75,75,CANTABRIA,-2.49115,43.1774
,2007-10-10,11:00:35,Blanco,A-8,139,139,CANTABRIA,-3.15105,43.34158
Zalla,2007-10-10,09:38:04,Blanco,BI-3651,27,27,HERRERA (ZALLA),-3.16647,43.20295
Basauri,2007-10-09,21:21:13,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43.231
Derio,2007-10-09,21:45:24,Blanco,N-633,13,13,AEROPUERTO DE LOIU,-2.88869,43.30695
Leioa,2007-10-09,22:46:02,Blanco,BI-637,11,13,KUKULARRA,-2.97815,43.32099
Derio,2007-10-09,21:45:24,Blanco,N-633,13,13,AEROPUERTO DE LOIU,-2.88869,43.30695
Basauri,2007-10-09,21:21:13,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2007-10-09,11:40:46,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Bilbao,2007-10-09,10:25:34,Amarillo,BI-604,3,3,BILBAO,-2.948006,43.27291
Bilbao,2007-10-09,09:16:59,Blanco,BI-625,351,351,BILBAO,-3.011733,42.98379
Bilbao,2007-10-08,23:41:11,Blanco,A-8,120,120,CANTABRIA,-2.9675,43.27193
Bilbao,2007-10-08,21:27:33,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
,2007-10-08,21:21:16,Amarillo,A-8,112,111,CANTABRIA,-2.89581,43.23219
Bilbao,2007-10-08,10:52:05,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Zalla,2007-10-08,09:24:01,Blanco,BI-3651,28,28,HERRERA (ZALLA),-3.172987,43.20403
Bilbao,2007-10-07,23:32:00,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-10-07,23:30:58,Blanco,N-634,109,109,DONOSTIA/SAN SEBASTIN,-2.91111,43.25606
Bilbao,2007-10-07,22:06:34,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2007-10-06,09:11:33,Blanco,AP-68,19,19,ZARAGOZA,-2.918679,43.09521
,2007-10-05,22:16:00,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-10-05,23:23:40,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-10-05,22:16:00,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Arrankudiaga,2007-10-05,07:52:50,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
Gees,2007-10-05,08:55:14,Blanco,BI-3651,27,27,HERRERA (ZALLA),-3.16647,43.20295
,2007-10-05,07:49:52,Amarillo,BI-636,15,15,CADAGUA,-3.042474,43.20639
Arrankudiaga,2007-10-05,07:52:50,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
,2007-10-05,07:49:52,Amarillo,BI-636,15,15,CADAGUA,-3.042474,43.20639
Bilbao,2007-10-05,02:50:02,Negro,A-8,120,120,CANTABRIA,-2.9675,43.27193
Bilbao,2007-10-05,02:50:02,Negro,A-8,120,120,CANTABRIA,-2.9675,43.27193
,2007-10-04,23:42:28,Blanco,BI-637,12,13,KUKULARRA,-2.98539,43.32479
,2007-10-04,23:42:28,Blanco,BI-637,12,13,KUKULARRA,-2.98539,43.32479
Bilbao,2007-10-04,22:20:50,Amarillo,A-8,113,113,IRUN,-2.90804,43.23352
Gees,2007-10-04,10:19:40,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482
Getxo,2007-10-04,09:30:56,Blanco,BI-637,14,14,KURTXES(BERANGO),-2.99891,43.33755
,2007-10-04,09:14:49,Blanco,BI-3651,26,26,HERRERA (ZALLA),-3.15636,43.20195
Gees,2007-10-01,08:19:46,Amarillo,BI-636,16,16,BILBAO,-3.04163,43.19785
,2007-10-04,04:15:35,Blanco,BI-637,13,13,KUKULARRA,-2.99625,43.33018
,2007-10-04,00:11:23,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
,2007-10-03,23:34:52,Blanco,A-8,115,115,CANTABRIA,-2.927724,43.24221
Basauri,2007-10-03,21:12:16,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Mungia,2007-10-03,14:52:03,Blanco,BI-631,15,16,Bermeo,-2.8696,43.33172
Mungia,2007-10-03,14:52:03,Blanco,BI-631,15,16,Bermeo,-2.8696,43.33172
Derio,2007-10-03,09:31:58,Blanco,BI-631,15,15,Bermeo,-2.8696,43.33172
,2007-10-03,09:16:18,Blanco,BI-3651,25,25,HERRERA (ZALLA),-3.14813,43.20122
,2007-10-03,09:16:18,Blanco,BI-3651,25,25,HERRERA (ZALLA),-3.14813,43.20122
Muskiz,2007-10-03,08:45:18,Blanco,A-8,133,133,IRUN,-3.08903,43.3294
,2007-10-03,02:37:56,Blanco,A-8,116,115,IRUN,-2.93579,43.24777
Berriz,2007-10-02,20:32:53,Blanco,A-8,80,80,IRUN,-2.54562,43.16778
Basauri,2007-10-02,21:13:49,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-10-02,21:13:49,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-10-02,21:13:13,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Berriz,2007-10-02,20:32:53,Blanco,A-8,80,80,IRUN,-2.54562,43.16778
Erandio,2007-10-02,11:50:05,Blanco,BI-604,5,5,ASUA,-2.95976,43.28766
Bilbao,2007-10-02,10:46:07,Blanco,N-634,117,117,SANTANDER,-2.978089,43.27842
,2007-10-01,23:21:07,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
,2007-10-01,23:21:07,Blanco,A-8,114,114,IRUN,-2.91894,43.23552
Basauri,2007-10-01,22:53:38,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-10-01,22:52:47,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Erandio,2007-10-01,11:49:54,Blanco,BI-604,5,5,BILBAO,-2.96002,43.28769
Gees,2007-10-01,08:19:46,Amarillo,BI-636,16,16,BILBAO,-3.04163,43.19785
Bilbao,2007-10-01,02:49:50,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
