poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
Barakaldo,2007-09-04,23:14:40,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Amorebieta-Etxano,2007-09-04,22:33:21,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Bilbao,2007-09-04,22:18:00,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Ermua,2007-09-04,21:42:17,Amarillo,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-09-04,21:42:17,Amarillo,A-8,75,77,IRUN,-2.49062,43.17749
,2007-09-04,21:42:17,Amarillo,A-8,77,75,IRUN,-2.51322,43.17495
,2007-09-04,21:42:17,Amarillo,A-8,75,77,IRUN,-2.49062,43.17749
Balmaseda,2007-09-04,08:57:27,Amarillo,BI-636,28,28,BILBAO,-3.16621,43.20134
Ermua,2007-09-03,21:37:44,Amarillo,A-8,75,75,CANTABRIA,-2.49115,43.1774
Amorebieta-Etxano,2007-09-04,02:14:12,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Ermua,2007-09-03,21:37:44,Amarillo,A-8,75,75,CANTABRIA,-2.49115,43.1774
Bilbao,2007-09-03,23:30:46,Blanco,BI-604,6,6,BILBAO,-2.95436,43.2942
Gees,2007-09-03,23:21:07,Blanco,BI-636,14,14,CADAGUA,-3.03367,43.215
Ermua,2007-09-03,21:37:44,Amarillo,A-8,75,75,CANTABRIA,-2.49115,43.1774
Barakaldo,2007-09-03,22:51:23,Blanco,A-8,123,122,IRUN,-2.99417,43.28436
Basauri,2007-09-03,22:15:15,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Zalla,2007-09-03,09:19:24,Blanco,BI-636,26,26,BILBAO,-3.14689,43.19862
,2007-09-03,09:19:24,Blanco,BI-636,26,26,BILBAO,-3.14689,43.19862
,2007-09-02,23:22:00,Blanco,BI-636,14,14,CADAGUA,-3.03367,43.215
Basauri,2007-09-02,22:08:40,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2007-09-02,21:37:37,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Ermua,2007-09-02,21:38:29,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-09-02,21:37:37,Blanco,A-8,77,75,CANTABRIA,-2.51305,43.17499
Gees,2007-08-31,10:12:54,Negro,BI-636,15,15,CADAGUA,-3.042474,43.20639
Gees,2007-08-31,10:12:54,Amarillo,BI-636,15,15,CADAGUA,-3.042474,43.20639
Bilbao,2007-08-31,09:06:57,Blanco,N-634,107,107,DONOSTIA/SAN SEBASTIN,-2.893143,43.25446
Durango,2007-08-31,07:34:54,Blanco,A-8,75,75,CANTABRIA,-2.49115,43.1774
Ermua,2007-08-30,21:31:05,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
,2007-08-31,00:01:17,Blanco,BI-604,7,7,BILBAO,-2.94935,43.29915
,2007-08-30,23:39:50,Blanco,A-8,127,128,IRUN,-3.02827,43.308
Basauri,2007-08-30,22:08:09,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-08-30,22:08:09,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-08-30,22:07:27,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
Ermua,2007-08-30,21:31:05,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-08-30,21:29:56,Amarillo,A-8,75,77,CANTABRIA,-2.49115,43.1774
Ermua,2007-08-30,21:31:05,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-08-30,21:29:56,Amarillo,A-8,75,77,CANTABRIA,-2.49115,43.1774
Amorebieta-Etxano,2007-08-30,20:32:27,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-08-30,20:29:02,Amarillo,A-8,93,95,IRUN,-2.69249,43.19597
,2007-08-30,01:28:28,Blanco,A-8,127,127,IRUN,-3.02827,43.308
,2007-08-29,23:36:25,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
,2007-08-29,23:19:24,Blanco,BI-636,26,26,CADAGUA,-3.14689,43.19862
Basauri,2007-08-29,22:53:41,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Basauri,2007-08-29,22:08:38,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-08-29,22:07:47,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Ermua,2007-08-29,21:35:15,Amarillo,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-08-29,21:37:27,Amarillo,A-8,77,75,CANTABRIA,-2.51305,43.17499
Ermua,2007-08-29,21:35:15,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-08-29,21:35:15,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Amorebieta-Etxano,2007-08-29,20:31:40,Amarillo,A-8,95,93,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-08-29,20:27:52,Amarillo,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-08-29,20:27:52,Amarillo,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-08-29,20:27:52,Amarillo,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-08-29,20:27:52,Amarillo,A-8,93,95,CANTABRIA,-2.69229,43.19591
,2007-08-29,01:05:28,Blanco,A-8,131,131,IRUN,-3.06707,43.32707
,2007-08-29,00:43:01,Blanco,BI-636,26,26,CADAGUA,-3.14689,43.19862
,2007-08-28,23:18:13,Blanco,N-637,16,16,Barakaldo,-2.915606,43.28973
Basauri,2007-08-28,22:14:45,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
Ermua,2007-08-28,21:02:38,Negro,A-8,75,76,CANTABRIA,-2.49115,43.1774
Amorebieta-Etxano,2007-08-28,20:47:53,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-08-28,20:49:49,Blanco,A-8,93,95,IRUN,-2.69249,43.19597
Amorebieta-Etxano,2007-08-28,20:47:53,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Ermua,2007-08-28,21:02:38,Negro,A-8,75,76,CANTABRIA,-2.49115,43.1774
Amorebieta-Etxano,2007-08-28,20:47:53,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-08-28,20:47:53,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-08-28,20:49:49,Blanco,A-8,93,95,IRUN,-2.69249,43.19597
Amorebieta-Etxano,2007-08-28,20:47:53,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Ermua,2007-08-28,15:38:03,Blanco,A-8,77,77,CANTABRIA,-2.51305,43.17499
,2007-08-28,15:38:03,Blanco,A-8,77,77,CANTABRIA,-2.51305,43.17499
Bilbao,2007-08-28,15:08:42,Blanco,BI-636,5,5,BILBAO,-2.97122,43.26661
Zalla,2007-08-28,08:59:59,Amarillo,BI-636,24,24,BILBAO,-3.12616,43.20516
,2007-08-28,08:59:59,Amarillo,BI-636,24,24,BILBAO,-3.12616,43.20516
Arrankudiaga,2007-08-28,08:42:15,Blanco,AP-68,11,11,BILBAO,-2.92958,43.15721
,2007-08-27,23:26:50,Blanco,A-8,135,135,CANTABRIA,-3.10568,43.33813
Galdakao,2007-08-21,13:37:52,Amarillo,A-8,104,104,IRUN,-2.80454,43.23557
Basauri,2007-08-27,22:12:53,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
Durango,2007-08-27,21:50:14,Blanco,A-8,88,90,CANTABRIA,-2.63854,43.17931
Amorebieta-Etxano,2007-08-27,21:54:06,Blanco,A-8,95,94,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-08-27,21:53:19,Blanco,A-8,95,94,CANTABRIA,-2.70783,43.20903
Durango,2007-08-27,21:51:15,Blanco,A-8,88,90,IRUN,-2.63856,43.17918
Durango,2007-08-27,21:50:14,Blanco,A-8,88,90,CANTABRIA,-2.63854,43.17931
Ermua,2007-08-27,21:48:28,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-08-27,21:47:41,Blanco,A-8,77,75,CANTABRIA,-2.51305,43.17499
"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2007-08-27,12:23:02,Blanco,N-634,106,106,SANTANDER,-2.889185,43.24773
Arrankudiaga,2007-08-27,10:58:45,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298
Arrankudiaga,2007-08-27,10:58:45,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298
Gees,2007-08-27,10:30:43,Blanco,BI-636,23,23,CADAGUA,-3.11388,43.20681
,2007-08-26,23:07:39,Blanco,N-637,14,14,Galdakao,-2.938143,43.28713
Basauri,2007-08-26,22:10:16,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-08-26,22:10:16,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2007-08-26,22:09:20,Blanco,BI-636,10,10,BILBAO,-3.004337,43.23591
Basauri,2007-08-22,22:10:31,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Bilbao,2007-08-21,22:06:56,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Galdakao,2007-08-21,13:37:52,Amarillo,A-8,104,104,IRUN,-2.80454,43.23557
Basauri,2007-08-20,22:41:51,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Basauri,2007-08-20,22:41:51,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Galdakao,2007-08-20,21:50:34,Blanco,A-8,94,95,IRUN,-2.69938,43.20263
Galdakao,2007-08-20,21:50:34,Blanco,A-8,94,95,IRUN,-2.69938,43.20263
Galdakao,2007-08-20,09:42:42,Blanco,N-634,103,104,SANTANDER,-2.861065,43.23255
Galdakao,2007-08-20,09:42:42,Blanco,N-634,103,104,SANTANDER,-2.861065,43.23255
,2007-08-20,09:42:42,Blanco,N-634,103,104,SANTANDER,-2.861065,43.23255
Arrigorriaga,2007-08-20,09:19:05,Amarillo,AP-68,9,9,BILBAO,-2.91544,43.17173
Bilbao,2007-08-19,22:08:04,Amarillo,A-8,113,113,IRUN,-2.90804,43.23352
Amorebieta-Etxano,2007-08-18,06:18:10,Amarillo,A-8,95,95,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-08-18,06:18:10,Amarillo,A-8,95,95,CANTABRIA,-2.70783,43.20903
Amorebieta-Etxano,2007-08-18,06:15:42,Amarillo,A-8,95,95,CANTABRIA,-2.70783,43.20903
Amorebieta-Etxano,2007-08-18,06:15:42,Amarillo,A-8,95,95,CANTABRIA,-2.70783,43.20903
Loiu,2007-08-16,22:17:39,Blanco,N-633,13,13,AEROPUERTO DE LOIU,-2.88869,43.30695
Bilbao,2007-08-16,23:04:56,Blanco,BI-636,5,5,BILBAO,-2.97122,43.26661
Loiu,2007-08-16,22:17:39,Blanco,N-633,13,13,AEROPUERTO DE LOIU,-2.88869,43.30695
Bilbao,2007-08-16,21:15:09,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-08-16,21:15:09,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2007-08-16,08:38:17,Amarillo,N-637,27,28,Galdakao,-2.803451,43.24778
Bilbao,2007-08-16,10:16:59,Blanco,BI-631,0,0,Bermeo,-2.9302,43.24253
,2007-08-16,08:38:17,Amarillo,N-637,27,28,Galdakao,-2.803451,43.24778
Barakaldo,2007-08-16,03:46:51,Blanco,N-637,9,9,Barakaldo,-2.985246,43.29098
Barakaldo,2007-08-15,22:42:16,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Barakaldo,2007-08-15,22:42:16,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Bilbao,2007-08-15,21:53:46,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Lezama,2007-08-14,08:24:26,Blanco,N-637,25,25,Galdakao,-2.815055,43.2624
Lezama,2007-08-14,08:24:26,Blanco,N-637,25,25,Galdakao,-2.815055,43.2624
,2007-08-14,02:09:23,Blanco,BI-631,13,13,Bermeo,-2.87782,43.31449
Erandio,2007-08-14,01:40:44,Blanco,N-637,11,11,Barakaldo,-2.965278,43.30067
Erandio,2007-08-14,01:40:44,Blanco,N-637,11,11,Barakaldo,-2.965278,43.30067
Santurtzi,2007-08-14,01:12:23,Blanco,A-8,129,129,IRUN,-3.0482,43.31625
,2007-08-13,23:19:46,Blanco,A-8,132,132,IRUN,-3.07694,43.33036
,2007-08-13,23:18:48,Blanco,A-8,130,130,IRUN,-3.05598,43.32278
,2007-08-13,23:17:48,Blanco,BI-604,7,7,ASUA,-2.94935,43.29915
Bilbao,2007-08-13,22:12:14,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-08-13,22:12:14,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-08-13,21:56:14,Blanco,A-8,89,91,CANTABRIA,-2.65028,43.18165
,2007-08-13,21:56:14,Blanco,A-8,89,91,CANTABRIA,-2.65028,43.18165
Basauri,2007-08-13,21:55:05,Amarillo,A-8,113,113,IRUN,-2.90804,43.23352
Basauri,2007-08-13,21:55:05,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2007-08-13,08:58:36,Blanco,N-637,23,23,Galdakao,-2.83881,43.2665
,2007-08-13,08:58:36,Blanco,N-637,23,23,Galdakao,-2.83881,43.2665
Sondika,2007-08-13,01:03:42,Blanco,N-637,16,16,Barakaldo,-2.915606,43.28973
Basauri,2007-08-12,23:10:51,Amarillo,A-8,110,110,IRUN,-2.87208,43.23117
Basauri,2007-08-12,23:10:51,Amarillo,A-8,110,110,IRUN,-2.87208,43.23117
Durango,2007-08-12,22:56:26,Amarillo,A-8,88,91,CANTABRIA,-2.63854,43.17931
Basauri,2007-08-12,23:10:51,Amarillo,A-8,110,110,IRUN,-2.87208,43.23117
Muskiz,2007-08-12,22:32:12,Amarillo,A-8,135,135,CANTABRIA,-3.10568,43.33813
Muskiz,2007-08-12,22:32:12,Amarillo,A-8,135,135,CANTABRIA,-3.10568,43.33813
Muskiz,2007-08-12,22:32:12,Amarillo,A-8,135,135,CANTABRIA,-3.10568,43.33813
,2007-08-12,22:32:12,Amarillo,A-8,135,135,CANTABRIA,-3.10568,43.33813
Bilbao,2007-08-12,22:12:02,Amarillo,A-8,113,112,IRUN,-2.90804,43.23352
,2007-08-11,23:09:15,Amarillo,A-8,88,100,CANTABRIA,-2.63854,43.17931
,2007-08-11,23:09:15,Amarillo,A-8,88,100,CANTABRIA,-2.63854,43.17931
,2007-08-12,04:16:23,Amarillo,A-8,100,88,IRUN,-2.75568,43.23077
Amorebieta-Etxano,2007-08-11,23:09:15,Amarillo,A-8,94,95,CANTABRIA,-2.69917,43.20269
Amorebieta-Etxano,2007-08-11,23:09:15,Rojo,A-8,94,95,CANTABRIA,-2.69917,43.20269
Amorebieta-Etxano,2007-08-11,23:09:15,Amarillo,A-8,94,95,CANTABRIA,-2.69917,43.20269
Durango,2007-08-11,00:42:35,Amarillo,A-8,91,89,IRUN,-2.67375,43.18718
Lezama,2007-08-10,09:40:05,Blanco,N-637,22,22,Galdakao,-2.849744,43.27023
,2007-08-10,09:40:05,Blanco,N-637,22,22,Galdakao,-2.849744,43.27023
Bilbao,2007-08-10,11:08:40,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
,2007-08-10,09:40:05,Blanco,N-637,22,22,Galdakao,-2.849744,43.27023
Erandio,2007-08-09,22:01:47,Blanco,N-637,11,11,Galdakao,-2.9652,43.29959
Portugalete,2007-08-10,00:50:05,Amarillo,A-8,133,132,IRUN,-3.08903,43.3294
Erandio,2007-08-09,22:01:47,Blanco,N-637,11,11,Galdakao,-2.9652,43.29959
Galdakao,2007-08-09,13:23:30,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
,2007-08-09,13:23:30,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Bilbao,2007-08-09,10:58:21,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
,2007-08-08,23:22:29,Amarillo,N-637,28,28,Galdakao,-2.802307,43.23901
Erandio,2007-08-08,22:08:50,Blanco,N-637,11,11,Barakaldo,-2.965278,43.30067
Arrigorriaga,2007-08-08,21:06:55,Amarillo,A-8,111,113,IRUN,-2.88343,43.2309
Arrigorriaga,2007-08-08,21:06:55,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Zamudio,2007-08-08,09:37:21,Blanco,N-637,18,18,Galdakao,-2.892659,43.28632
,2007-08-08,09:37:21,Blanco,N-637,18,18,Galdakao,-2.892659,43.28632
,2007-08-08,09:37:21,Blanco,N-637,18,18,Galdakao,-2.892659,43.28632
,2007-08-08,09:37:21,Blanco,N-637,18,18,Galdakao,-2.892659,43.28632
,2007-08-08,01:03:01,Blanco,N-637,21,21,Galdakao,-2.860746,43.27302
,2007-08-07,23:11:43,Amarillo,N-637,28,27,Galdakao,-2.802307,43.23901
Bilbao,2007-08-07,21:36:09,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Barakaldo,2007-08-07,22:14:07,Blanco,N-637,9,9,Barakaldo,-2.985246,43.29098
Bilbao,2007-08-07,21:36:09,Blanco,A-8,103,103,CANTABRIA,-2.793435,43.23299
Zaldibar,2007-08-07,07:49:59,Blanco,A-8,75,75,IRUN,-2.49062,43.17749
,2007-08-07,11:16:13,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963
Mungia,2007-08-07,08:35:21,Blanco,BI-631,18,18,Bermeo,-2.85702,43.35696
Ermua,2007-08-07,07:49:59,Blanco,A-8,75,75,IRUN,-2.49062,43.17749
Ermua,2007-08-07,07:49:59,Blanco,A-8,75,75,IRUN,-2.49062,43.17749
Arrigorriaga,2007-08-06,21:47:54,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Erandio,2007-08-06,22:22:12,Blanco,N-637,9,9,Galdakao,-2.985097,43.29096
Arrigorriaga,2007-08-06,21:47:54,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Barakaldo,2007-08-06,01:37:10,Blanco,N-637,9,9,Barakaldo,-2.985246,43.29098
Basauri,2007-08-05,22:20:13,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Barakaldo,2007-08-05,22:42:02,Blanco,A-8,121,121,CANTABRIA,-2.978033,43.27476
Basauri,2007-08-05,22:20:13,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Galdakao,2007-08-02,15:52:28,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
,2007-08-03,09:35:00,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
,2007-08-03,07:12:54,Blanco,AP-68,22,22,BILBAO,-2.92426,43.07066
,2007-08-03,07:12:54,Blanco,AP-68,22,22,BILBAO,-2.92426,43.07066
Durango,2007-08-02,23:37:08,Amarillo,N-634,92,92,DONOSTIA/SAN SEBASTIN,-2.73286,43.22458
Durango,2007-08-02,23:37:08,Amarillo,N-634,92,92,DONOSTIA/SAN SEBASTIN,-2.73286,43.22458
Basauri,2007-08-02,21:36:23,Amarillo,A-8,112,113,IRUN,-2.89592,43.23205
Galdakao,2007-08-02,15:52:28,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Durango,2007-08-02,23:37:08,Amarillo,N-634,92,92,DONOSTIA/SAN SEBASTIN,-2.73286,43.22458
,2007-08-02,23:37:08,Amarillo,N-634,92,92,DONOSTIA/SAN SEBASTIN,-2.73286,43.22458
Bilbao,2007-08-02,23:12:21,Blanco,A-8,116,115,IRUN,-2.93579,43.24777
Basauri,2007-08-02,21:36:23,Amarillo,A-8,112,113,IRUN,-2.89592,43.23205
Galdakao,2007-08-02,15:52:28,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Portugalete,2007-08-02,11:27:55,Blanco,A-8,130,130,IRUN,-3.05598,43.32278
Derio,2007-08-02,08:35:15,Blanco,BI-631,13,13,Bermeo,-2.87782,43.31449
Bilbao,2007-08-02,03:35:56,Blanco,A-8,116,116,IRUN,-2.93579,43.24777
,2007-08-02,00:12:32,Blanco,BI-636,6,10,CADAGUA,-2.96931,43.25774
Bilbao,2007-08-01,22:54:07,Blanco,A-8,115,115,CANTABRIA,-2.927724,43.24221
Bilbao,2007-08-01,21:50:12,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2007-08-01,09:15:24,Blanco,N-633,10,10,AEROPUERTO DE LOIU,-2.88083,43.28849
Bilbao,2007-08-01,01:09:48,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
Basauri,2007-07-31,22:23:05,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
,2007-07-28,00:11:16,Blanco,BI-636,10,14,CADAGUA,-3.004373,43.23614
,2007-07-26,23:52:19,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
Barakaldo,2007-07-26,23:16:56,Blanco,A-8,124,124,IRUN,-3.005,43.28859
,2007-07-26,22:56:14,Blanco,BI-604,7,7,ASUA,-2.94935,43.29915
,2007-07-26,23:01:36,Blanco,N-637,16,16,Barakaldo,-2.915606,43.28973
Basauri,2007-07-26,21:40:47,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Gees,2007-07-25,14:14:02,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Amorebieta-Etxano,2007-07-25,22:19:41,Blanco,N-634,93,93,DONOSTIA/SAN SEBASTIN,-2.74404,43.22788
Bilbao,2007-07-25,21:36:01,Amarillo,A-8,113,113,IRUN,-2.90804,43.23352
,2007-07-25,14:14:02,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Gees,2007-07-25,11:48:21,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
,2007-07-25,11:48:21,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
Muskiz,2007-07-25,09:06:30,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Alonsotegi,2007-07-25,09:43:03,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Muskiz,2007-07-25,09:06:30,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
,2007-07-25,09:43:03,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
,2007-07-25,09:06:30,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Bilbao,2007-07-24,21:37:04,Amarillo,A-8,113,113,IRUN,-2.90804,43.23352
Santurtzi,2007-07-24,20:36:22,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Lezama,2007-07-24,12:07:22,Blanco,N-637,24,24,Barakaldo,-2.82696,43.26424
Berango,2007-07-24,10:46:34,Blanco,BI-637,18,17,KUKULARRA,-3.00088,43.36999
Getxo,2007-07-24,08:51:14,Blanco,BI-637,16,16,KURTXES(BERANGO),-2.99859,43.35276
Getxo,2007-07-23,22:56:57,Negro,BI-637,13,13,KURTXES(BERANGO),-2.99622,43.33024
Getxo,2007-07-23,22:56:57,Negro,BI-637,13,13,KUKULARRA,-2.99625,43.33018
Getxo,2007-07-23,22:56:57,Blanco,BI-637,13,13,KUKULARRA,-2.99625,43.33018
Basauri,2007-07-23,21:42:45,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2007-07-23,21:42:45,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Arrankudiaga,2007-07-23,07:31:06,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Balmaseda,2007-07-23,00:37:30,Blanco,BI-636,6,7,BILBAO,-2.96896,43.25747
Bilbao,2007-07-22,22:14:42,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2007-07-22,22:14:42,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Muskiz,2007-07-20,10:12:57,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
,2007-07-20,10:12:57,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
,2007-07-20,09:17:21,Amarillo,BI-636,24,24,CADAGUA,-3.12616,43.20516
,2007-07-19,23:41:01,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Basauri,2007-07-19,21:36:30,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2007-07-19,08:54:38,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Barakaldo,2007-07-18,23:43:54,Blanco,N-637,9,10,Barakaldo,-2.985246,43.29098
Bilbao,2007-07-18,23:03:20,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
Bilbao,2007-07-18,22:05:39,Blanco,A-8,119,119,CANTABRIA,-2.96142,43.26417
Basauri,2007-07-18,21:35:37,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Basauri,2007-07-18,21:35:37,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2007-07-18,14:55:33,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Bilbao,2007-07-18,14:55:33,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
,2007-07-18,10:50:12,Blanco,BI-624,67,67,BALMASEDA,-3.20325,43.18653
,2007-07-18,10:50:12,Blanco,BI-624,67,67,BALMASEDA,-3.20325,43.18653
,2007-07-18,10:25:19,Amarillo,A-8,137,137,IRUN,-3.12723,43.3419
Bilbao,2007-07-18,09:23:27,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-07-18,08:55:37,Amarillo,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Barakaldo,2007-07-17,23:39:29,Blanco,N-637,9,10,Barakaldo,-2.985246,43.29098
Barakaldo,2007-07-17,23:39:29,Blanco,N-637,9,10,Barakaldo,-2.985246,43.29098
,2007-07-17,23:13:27,Blanco,N-637,10,10,Barakaldo,-2.973928,43.29555
Barakaldo,2007-07-17,22:59:33,Blanco,N-637,9,11,Barakaldo,-2.985246,43.29098
,2007-07-17,22:59:33,Blanco,N-637,9,11,Barakaldo,-2.985246,43.29098
Basauri,2007-07-17,21:46:00,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2007-07-17,11:28:45,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
,2007-07-17,07:34:48,Amarillo,BI-636,17,17,CADAGUA,-3.05277,43.19161
,2007-07-17,07:34:48,Amarillo,BI-636,16,16,CADAGUA,-3.04163,43.19785
,2007-07-17,07:34:48,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785
