poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
,2006-11-06,08:27:02,Blanco,AP-68,11,31,ZARAGOZA,-2.929267,43.15753
Santurtzi,2006-11-07,22:57:14,Blanco,A-8,130,130,IRUN,-3.05598,43.32278
Basauri,2006-11-07,21:18:32,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-11-07,21:18:32,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-11-07,21:20:09,Blanco,A-8,119,119,CANTABRIA,-2.96142,43.26417
Basauri,2006-11-07,21:18:32,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Ortuella,2006-11-07,10:26:22,Amarillo,A-8,133,133,IRUN,-3.08903,43.3294
Abanto y Cirvana-Abanto Zierbena,2006-11-07,07:59:33,Amarillo,A-8,132,132,IRUN,-3.07694,43.33036
,2006-11-06,08:27:02,Blanco,AP-68,11,31,ZARAGOZA,-2.929267,43.15753
,2006-11-06,21:13:29,Blanco,A-8,111,112,CANTABRIA,-2.883459,43.231
Bilbao,2006-11-06,21:44:27,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Muskiz,2006-11-06,22:47:37,Blanco,A-8,130,130,IRUN,-3.05598,43.32278
Bilbao,2006-11-06,21:13:29,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-11-06,21:44:27,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Bilbao,2006-11-06,21:13:29,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Alonsotegi,2006-11-06,14:36:48,Amarillo,BI-636,8,8,BILBAO,-2.982984,43.2456
,2006-11-06,11:45:26,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
,2006-11-06,08:27:02,Amarillo,AP-68,11,31,ZARAGOZA,-2.929267,43.15753
Bilbao,2006-11-05,22:11:29,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-11-03,08:31:04,Blanco,N-634,120,120,SANTANDER,-3.0037,43.28628
Mungia,2006-11-03,08:15:55,Blanco,BI-631,14,17,Bermeo,-2.87353,43.32288
Barakaldo,2006-11-03,01:56:31,Blanco,N-637,9,9,CRUCES,-2.985246,43.29098
Galdakao,2006-11-02,22:32:07,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Bilbao,2006-11-02,21:11:16,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Mungia,2006-11-02,12:39:51,Blanco,BI-631,15,15,Bermeo,-2.8696,43.33172
Valle de Trpaga-Trapagaran,2006-11-02,12:07:12,Blanco,A-8,133,133,IRUN,-3.08903,43.3294
Bilbao,2006-11-01,23:10:28,Blanco,A-8,111,111,CANTABRIA,-2.883459,43.231
Bilbao,2006-10-31,22:15:38,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Bilbao,2006-10-31,11:06:31,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Abadio,2006-10-31,09:10:34,Amarillo,N-634,117,117,SANTANDER,-2.978089,43.27842
Alonsotegi,2006-10-31,09:01:06,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Mungia,2006-10-31,08:48:22,Blanco,BI-631,13,13,Bermeo,-2.87782,43.31449
Arrigorriaga,2006-10-31,08:16:28,Blanco,AP-68,18,18,ZARAGOZA,-2.915516,43.10396
Basauri,2006-10-30,22:31:23,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Bilbao,2006-10-30,21:12:50,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-10-30,21:12:50,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Berango,2006-10-30,11:19:40,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Berango,2006-10-30,11:19:40,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Abanto y Cirvana-Abanto Zierbena,2006-10-30,11:02:33,Blanco,A-8,138,139,CANTABRIA,-3.13918,43.34282
Arrigorriaga,2006-10-30,07:48:40,Blanco,AP-68,14,16,ZARAGOZA,-2.932773,43.13461
Alonsotegi,2006-10-30,09:29:31,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Arrigorriaga,2006-10-30,07:48:40,Blanco,AP-68,14,16,ZARAGOZA,-2.932773,43.13461
,2006-10-28,07:42:27,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Sondika,2006-10-27,08:55:16,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Bilbao,2006-10-27,08:49:00,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Bilbao,2006-10-27,08:47:50,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Bilbao,2006-10-27,07:57:07,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Basauri,2006-10-26,22:31:34,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309
Basauri,2006-10-26,22:31:34,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309
Barakaldo,2006-10-27,00:36:26,Amarillo,A-8,121,121,CANTABRIA,-2.978033,43.27476
Santurtzi,2006-10-27,00:26:16,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Derio,2006-10-26,23:15:44,Amarillo,N-637,12,12,ERLETXE ( por PTE. RONTEGI),-2.95528,43.29934
Bilbao,2006-10-26,22:54:39,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Basauri,2006-10-26,22:31:34,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Galdakao,2006-10-26,22:24:49,Blanco,N-634,101,101,SANTANDER,-2.838604,43.22767
Bilbao,2006-10-26,21:28:03,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-10-26,21:28:03,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
,2006-10-26,10:26:59,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Arrigorriaga,2006-10-26,10:26:59,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
Arrigorriaga,2006-10-26,10:26:59,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
Arrigorriaga,2006-10-26,10:26:59,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
,2006-10-26,12:53:20,Blanco,BI-3717,1,1,ETXEBARRI,-2.89892,43.24607
,2006-10-26,12:53:20,Blanco,BI-3717,1,1,ETXEBARRI,-2.89892,43.24607
Arrigorriaga,2006-10-26,10:26:59,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
Bilbao,2006-10-26,09:22:12,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Leioa,2006-10-26,09:04:07,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Bilbao,2006-10-26,08:45:18,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Bilbao,2006-10-26,08:45:18,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Basauri,2006-10-26,01:35:09,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Galdakao,2006-10-26,00:54:22,Amarillo,A-8,102,102,CANTABRIA,-2.78167,43.23172
Derio,2006-10-26,00:35:35,Blanco,N-633,9,9,AEROPUERTO DE LOIU,-2.88083,43.28849
Barakaldo,2006-10-26,00:29:26,Blanco,A-8,120,120,IRUN,-2.96792,43.27208
Bilbao,2006-10-26,00:28:07,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2006-10-25,09:16:18,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
,2006-10-25,09:16:18,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Getxo,2006-10-25,09:43:34,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Getxo,2006-10-25,09:42:30,Blanco,BI-637,15,15,KUKULARRA,-2.99326,43.34514
Bilbao,2006-10-25,16:19:00,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
,2006-10-25,09:16:18,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
Bilbao,2006-10-25,14:28:35,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
,2006-10-25,10:35:08,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
Bilbao,2006-10-25,10:35:08,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Bilbao,2006-10-25,10:35:08,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Leioa,2006-10-25,09:43:34,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Leioa,2006-10-25,09:42:30,Blanco,BI-637,15,15,KUKULARRA,-2.99326,43.34514
Arrigorriaga,2006-10-25,09:16:18,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
Santurtzi,2006-10-25,06:55:33,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
Basauri,2006-10-24,22:37:10,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309
Barakaldo,2006-10-24,23:15:33,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Bilbao,2006-10-24,23:15:33,Blanco,A-8,116,116,IRUN,-2.93579,43.24777
Barakaldo,2006-10-24,23:14:14,Blanco,A-8,125,125,CANTABRIA,-3.01544,43.29313
Basauri,2006-10-24,22:37:10,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309
Bilbao,2006-10-24,21:12:32,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-10-24,21:12:32,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Arrankudiaga,2006-10-24,17:44:54,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Bilbao,2006-10-24,21:12:32,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Arrankudiaga,2006-10-24,17:44:54,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
,2006-10-24,08:45:32,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Arrigorriaga,2006-10-24,08:45:32,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Arrankudiaga,2006-10-24,17:44:54,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Gees,2006-10-24,10:48:30,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482
Santurtzi,2006-10-24,09:57:55,Blanco,A-8,130,130,CANTABRIA,-3.055796,43.3228
Bilbao,2006-10-24,09:47:14,Blanco,BI-3717,0,0,ETXEBARRI,-2.88953,43.24708
Bilbao,2006-10-24,09:46:12,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Bilbao,2006-10-24,08:47:40,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Arrigorriaga,2006-10-24,08:45:32,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
,2006-10-20,15:29:14,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
,2006-10-23,22:26:02,Blanco,A-8,129,131,CANTABRIA,-3.04802,43.31637
,2006-10-20,15:29:14,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Bilbao,2006-10-23,23:06:23,Amarillo,A-8,117,116,IRUN,-2.94541,43.25161
Santurtzi,2006-10-23,22:26:02,Blanco,A-8,131,131,IRUN,-3.06707,43.32707
Basauri,2006-10-23,22:01:27,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Basauri,2006-10-23,22:01:27,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2006-10-23,21:09:17,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
,2006-10-20,15:29:14,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
,2006-10-20,15:29:14,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Bilbao,2006-10-23,14:54:37,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Bilbao,2006-10-23,13:07:30,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
,2006-10-20,15:29:14,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Basauri,2006-10-22,22:25:22,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Amorebieta-Etxano,2006-10-22,22:26:45,Blanco,A-8,100,100,IRUN,-2.75568,43.23077
Basauri,2006-10-22,22:25:22,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Alonsotegi,2006-10-21,09:26:56,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Alonsotegi,2006-10-21,09:26:56,Amarillo,BI-636,9,9,BILBAO,-2.993629,43.24061
,2006-10-21,09:24:00,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Galdakao,2006-10-21,08:37:57,Blanco,N-634,103,103,SANTANDER,-2.861065,43.23255
Galdakao,2006-10-21,08:23:41,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Amorebieta-Etxano,2006-10-21,08:23:41,Blanco,A-8,101,101,IRUN,-2.76907,43.23126
,2006-10-20,15:29:14,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
,2006-10-20,15:29:14,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
,2006-10-20,09:35:30,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Derio,2006-10-20,02:52:44,Blanco,N-637,18,18,ERLETXE ( por PTE. RONTEGI),-2.89266,43.28633
Derio,2006-10-20,02:52:44,Blanco,N-637,18,18,ERLETXE ( por PTE. RONTEGI),-2.89266,43.28633
Basauri,2006-10-19,23:30:00,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Barakaldo,2006-10-19,23:06:27,Blanco,A-8,120,120,IRUN,-2.96792,43.27208
Basauri,2006-10-19,21:37:27,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2006-10-19,21:37:27,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
,2006-10-19,07:25:18,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Barakaldo,2006-10-19,13:01:41,Blanco,A-8,124,124,CANTABRIA,-3.0047,43.28869
,2006-10-19,07:25:18,Blanco,AP-68,10,13,ZARAGOZA,-2.920465,43.1638
Bilbao,2006-10-19,10:47:53,Amarillo,A-8,120,122,CANTABRIA,-2.9675,43.27193
,2006-10-19,07:25:18,Blanco,AP-68,10,13,ZARAGOZA,-2.920465,43.1638
,2006-10-19,07:22:36,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
,2006-10-19,07:25:18,Blanco,AP-68,13,13,ZARAGOZA,-2.93714,43.14311
Barakaldo,2006-10-18,23:15:41,Blanco,A-8,121,121,IRUN,-2.977874,43.27453
Basauri,2006-10-18,21:18:06,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
,2006-10-18,22:03:28,Blanco,N-634,103,103,SANTANDER,-2.861065,43.23255
Basauri,2006-10-18,21:18:06,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
,2006-10-18,07:09:24,Blanco,AP-68,5,4,BILBAO,-2.894915,43.19935
,2006-10-18,07:09:24,Blanco,AP-68,8,5,BILBAO,-2.9047,43.17565
Arrankudiaga,2006-10-17,18:46:04,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
Bilbao,2006-10-18,10:49:46,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
,2006-10-17,18:46:04,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
,2006-10-18,07:09:24,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Barakaldo,2006-10-17,22:53:12,Blanco,A-8,121,121,CANTABRIA,-2.978033,43.27476
Bilbao,2006-10-17,21:12:02,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-10-17,18:46:04,Blanco,AP-68,13,14,ZARAGOZA,-2.93714,43.14311
Gees,2006-10-17,12:24:36,Amarillo,BI-636,14,14,BILBAO,-3.033625,43.21482
,2006-10-17,07:44:31,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
,2006-10-17,09:24:42,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
,2006-10-17,08:39:58,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
,2006-10-17,08:39:58,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
,2006-10-17,07:44:31,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
Bilbao,2006-10-16,23:34:08,Blanco,A-8,120,120,CANTABRIA,-2.9675,43.27193
Barakaldo,2006-10-16,23:34:08,Blanco,A-8,120,120,CANTABRIA,-2.9675,43.27193
Bilbao,2006-10-16,21:20:38,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Alonsotegi,2006-10-16,11:28:24,Negro,BI-636,9,9,BILBAO,-2.993629,43.24061
Alonsotegi,2006-10-16,11:28:24,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Bilbao,2006-10-16,09:40:16,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
,2006-10-16,06:25:56,Blanco,AP-68,14,14,BILBAO,-2.93247,43.13451
Derio,2006-10-15,23:43:53,Blanco,N-633,10,10,AEROPUERTO DE LOIU,-2.88083,43.28849
Bilbao,2006-10-15,22:12:01,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-10-15,22:12:01,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Basauri,2006-10-13,22:10:08,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Basauri,2006-10-13,22:10:08,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Basauri,2006-10-12,22:11:00,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Basauri,2006-10-12,22:11:00,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Basauri,2006-10-11,21:10:10,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Leioa,2006-10-11,10:40:06,Blanco,N-637,16,16,CRUCES,-2.915619,43.28973
Arrigorriaga,2006-10-11,08:22:35,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
,2006-10-10,23:13:11,Blanco,N-637,15,15,ERLETXE ( por PTE. RONTEGI),-2.92609,43.28585
,2006-10-10,21:12:24,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Barakaldo,2006-10-10,21:35:19,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
,2006-10-10,21:12:24,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Barakaldo,2006-10-10,10:34:21,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Bilbao,2006-10-10,08:16:21,Blanco,BI-636,6,4,BILBAO,-2.96896,43.25747
,2006-10-10,07:49:16,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
,2006-10-10,03:27:18,Blanco,N-644,129,129,Santurtzi,-3.050703,43.32296
Bilbao,2006-10-09,23:53:37,Blanco,BI-625,379,379,BILBAO,-2.90417,43.18222
,2006-10-09,22:06:18,Blanco,N-644,130,130,Bilbao,-3.04283,43.32948
Basauri,2006-10-09,21:12:33,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Galdakao,2006-10-09,20:08:25,Blanco,N-637,28,28,ERLETXE ( por PTE. RONTEGI),-2.80231,43.23901
Balmaseda,2006-10-09,09:52:53,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Balmaseda,2006-10-09,09:52:53,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Arrigorriaga,2006-10-09,13:37:00,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963
Arrigorriaga,2006-10-09,13:37:00,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963
Balmaseda,2006-10-09,09:52:53,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
Santurtzi,2006-10-09,00:00:50,Blanco,N-644,130,130,Bilbao,-3.04283,43.32948
Bilbao,2006-10-08,23:59:13,Blanco,A-8,113,115,IRUN,-2.90804,43.23352
Galdakao,2006-10-08,19:38:45,Blanco,N-637,28,28,ERLETXE ( por PTE. RONTEGI),-2.80231,43.23901
Galdakao,2006-10-08,19:38:45,Blanco,N-637,28,28,ERLETXE ( por PTE. RONTEGI),-2.80231,43.23901
Gees,2006-10-06,11:41:50,Amarillo,BI-636,15,15,BILBAO,-3.042234,43.20626
Gees,2006-10-06,11:41:50,Amarillo,BI-636,15,15,BILBAO,-3.042234,43.20626
,2006-10-06,09:50:10,Blanco,BI-637,18,18,KUKULARRA,-3.00088,43.36999
,2006-10-06,09:10:11,Blanco,BI-636,6,5,BILBAO,-2.96896,43.25747
,2006-10-06,08:24:40,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
,2006-10-06,08:24:40,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
Leioa,2006-10-06,01:00:04,Blanco,BI-637,11,11,KURTXES(BERANGO),-2.97779,43.32092
Leioa,2006-10-06,01:00:04,Blanco,BI-637,11,11,KURTXES(BERANGO),-2.97779,43.32092
Leioa,2006-10-06,01:00:04,Blanco,BI-637,11,11,KURTXES(BERANGO),-2.97779,43.32092
Bilbao,2006-10-05,21:15:09,Blanco,A-8,111,111,CANTABRIA,-2.883459,43.231
Arrigorriaga,2006-10-05,16:39:59,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
,2006-10-05,14:20:34,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
,2006-10-05,09:10:29,Blanco,BI-636,5,5,BILBAO,-2.97122,43.26661
,2006-10-05,09:18:14,Blanco,N-637,19,19,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174
,2006-10-05,08:09:30,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298
Basauri,2006-10-04,21:10:33,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-10-04,18:23:23,Blanco,A-8,0,0,CANTABRIA,-1.753419,43.33963
Arrankudiaga,2006-10-04,15:17:21,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
,2006-10-04,09:06:41,Blanco,N-637,19,19,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174
Arrigorriaga,2006-10-03,08:03:18,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
,2006-10-03,11:18:24,Blanco,N-637,19,19,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174
,2006-10-03,08:03:18,Blanco,AP-68,15,1,BILBAO,-2.923555,43.12848
,2006-10-03,08:03:18,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
,2006-10-02,21:22:19,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-10-02,21:22:19,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2006-10-02,13:56:54,Blanco,AP-68,8,8,ZARAGOZA,-2.904608,43.17588
,2006-10-02,13:54:58,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
,2006-10-02,12:33:35,Blanco,N-637,18,18,ERLETXE ( por PTE. RONTEGI),-2.89266,43.28633
Alonsotegi,2006-10-02,10:31:32,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
,2006-10-02,10:31:32,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
,2006-10-02,08:36:13,Blanco,N-633,11,11,AEROPUERTO DE LOIU,-2.88199,43.29738
Bilbao,2006-10-01,22:57:55,Blanco,A-8,112,112,IRUN,-2.89592,43.23205
Bilbao,2006-10-01,22:57:55,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-10-01,22:56:32,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Galdakao,2006-09-30,07:40:50,Blanco,N-634,103,103,SANTANDER,-2.861065,43.23255
Arrigorriaga,2006-09-29,09:15:41,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Arrigorriaga,2006-09-29,08:05:22,Blanco,AP-68,9,9,ZARAGOZA,-2.9156,43.17181
Arrigorriaga,2006-09-29,09:15:41,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Arrigorriaga,2006-09-29,08:05:22,Blanco,AP-68,9,9,ZARAGOZA,-2.9156,43.17181
,2006-09-29,01:32:48,Blanco,BI-625,354,354,BILBAO,-3.0066,43.01142
Basauri,2006-09-28,22:18:52,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-28,23:09:57,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Basauri,2006-09-28,22:18:52,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Sestao,2006-09-28,21:45:34,Blanco,BI-644,10,10,SESTAO,-3.00785,43.29348
Basauri,2006-09-28,21:15:37,Blanco,A-8,113,114,IRUN,-2.90804,43.23352
Basauri,2006-09-28,14:35:37,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Bilbao,2006-09-28,11:43:36,Blanco,AP-68,2,2,BILBAO,-2.90963,43.21954
Basauri,2006-09-28,08:19:28,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Arrankudiaga,2006-09-28,07:42:40,Blanco,AP-68,9,9,ZARAGOZA,-2.9156,43.17181
Bilbao,2006-09-28,02:09:42,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Sestao,2006-09-28,00:07:54,Blanco,BI-644,10,10,SESTAO,-3.00785,43.29348
Bilbao,2006-09-28,02:09:42,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Sestao,2006-09-28,00:07:54,Blanco,BI-644,10,10,SESTAO,-3.00785,43.29348
Gees,2006-09-27,23:24:51,Blanco,BI-636,15,16,BILBAO,-3.042234,43.20626
Bilbao,2006-09-27,23:23:54,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
,2006-09-27,21:27:52,Blanco,BI-637,14,14,KUKULARRA,-2.999062,43.33758
,2006-09-27,21:12:48,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-09-27,08:04:18,Blanco,AP-68,9,9,ZARAGOZA,-2.9156,43.17181
Derio,2006-09-27,12:28:14,Blanco,N-637,18,18,ERLETXE ( por PTE. RONTEGI),-2.89266,43.28633
Arrigorriaga,2006-09-26,08:18:58,Blanco,AP-68,8,9,ZARAGOZA,-2.904608,43.17588
Zalla,2006-09-27,10:17:02,Blanco,BI-636,25,25,CADAGUA,-3.13841,43.20474
,2006-09-27,10:17:02,Blanco,BI-636,25,25,CADAGUA,-3.13841,43.20474
Santurtzi,2006-09-27,09:33:06,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Santurtzi,2006-09-27,08:35:42,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
Arrankudiaga,2006-09-27,08:04:18,Blanco,AP-68,8,8,ZARAGOZA,-2.904608,43.17588
Arrankudiaga,2006-09-27,08:04:18,Blanco,AP-68,8,8,ZARAGOZA,-2.904608,43.17588
Basauri,2006-09-27,07:56:13,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Leioa,2006-09-27,00:31:38,Blanco,BI-637,11,13,KURTXES(BERANGO),-2.97779,43.32092
Leioa,2006-09-26,23:20:37,Blanco,BI-637,14,14,KUKULARRA,-2.999062,43.33758
Bilbao,2006-09-26,23:14:07,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Barakaldo,2006-09-26,21:41:35,Blanco,A-8,123,123,IRUN,-2.99417,43.28436
Basauri,2006-09-26,21:19:30,Blanco,A-8,113,114,IRUN,-2.90804,43.23352
Alonsotegi,2006-09-26,11:18:53,Blanco,BI-636,10,10,BILBAO,-3.004337,43.23591
Basauri,2006-09-26,10:10:25,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
