poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
Lezama,2006-09-26,09:35:35,Blanco,N-637,21,21,ERLETXE ( por PTE. RONTEGI),-2.86075,43.27302
Arrigorriaga,2006-09-26,08:48:24,Blanco,AP-68,16,17,ZARAGOZA,-2.916557,43.12165
Arrigorriaga,2006-09-26,08:48:24,Blanco,AP-68,16,17,ZARAGOZA,-2.916557,43.12165
Santurtzi,2006-09-26,08:39:10,Blanco,N-644,131,132,Bilbao,-3.047636,43.33763
Arrigorriaga,2006-09-26,08:18:58,Blanco,AP-68,8,9,ZARAGOZA,-2.904608,43.17588
,2006-09-25,22:11:19,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
,2006-09-25,21:22:54,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Bilbao,2006-09-25,21:17:59,Blanco,A-8,113,115,IRUN,-2.90804,43.23352
,2006-09-25,20:27:56,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Galdakao,2006-09-25,09:07:07,Blanco,N-637,21,22,ERLETXE ( por PTE. RONTEGI),-2.86075,43.27302
Santurtzi,2006-09-25,16:11:16,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
,2006-09-25,15:08:42,Blanco,AP-68,11,11,BILBAO,-2.92958,43.15721
Arrankudiaga,2006-09-25,11:21:08,Blanco,AP-68,8,8,ZARAGOZA,-2.904608,43.17588
Galdakao,2006-09-25,09:07:07,Amarillo,N-637,21,22,ERLETXE ( por PTE. RONTEGI),-2.86075,43.27302
Santurtzi,2006-09-25,08:42:57,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
,2006-09-24,22:14:53,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Galdakao,2006-09-24,22:45:32,Amarillo,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Galdakao,2006-09-24,22:45:32,Amarillo,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
,2006-09-24,22:14:53,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Galdakao,2006-09-22,23:28:53,Amarillo,A-8,100,103,CANTABRIA,-2.75548,43.23098
Galdakao,2006-09-22,23:28:53,Amarillo,A-8,100,103,CANTABRIA,-2.75548,43.23098
Galdakao,2006-09-22,23:28:53,Amarillo,A-8,100,103,CANTABRIA,-2.75548,43.23098
Muskiz,2006-09-22,09:17:09,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Sopuerta,2006-09-22,08:07:56,Blanco,BI-3614,30,31,TRASLAVIA,-3.16409,43.26427
,2006-09-22,08:17:05,Blanco,N-637,20,22,CRUCES,-2.87165,43.27715
Sopuerta,2006-09-22,08:07:56,Blanco,BI-3614,30,31,TRASLAVIA,-3.16409,43.26427
Balmaseda,2006-09-22,08:07:56,Blanco,BI-3614,30,31,TRASLAVIA,-3.16409,43.26427
,2006-09-22,07:55:00,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
Basauri,2006-09-22,06:24:34,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-09-21,21:23:33,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Bilbao,2006-09-21,21:23:33,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Gees,2006-09-21,23:43:26,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
,2006-09-21,21:26:48,Amarillo,A-8,101,104,CANTABRIA,-2.769068,43.23135
Galdakao,2006-09-21,22:10:07,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Basauri,2006-09-21,21:25:51,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2006-09-21,21:26:48,Blanco,A-8,104,104,CANTABRIA,-2.80433,43.23574
Basauri,2006-09-21,21:25:51,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-21,21:23:33,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
,2006-09-21,08:23:52,Amarillo,BI-625,386,386,BILBAO,-2.87693,43.22629
,2006-09-21,08:23:52,Blanco,BI-625,386,386,BILBAO,-2.87693,43.22629
Santurtzi,2006-09-21,09:35:20,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
,2006-09-21,08:23:52,Blanco,BI-625,386,386,BILBAO,-2.87693,43.22629
,2006-09-20,22:07:48,Amarillo,A-8,114,114,CANTABRIA,-2.919231,43.23613
Galdakao,2006-09-21,00:00:17,Blanco,N-634,101,101,SANTANDER,-2.838604,43.22767
Barakaldo,2006-09-20,21:24:18,Blanco,A-8,124,124,IRUN,-3.005,43.28859
,2006-09-20,22:52:33,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Galdakao,2006-09-20,22:25:15,Blanco,A-8,106,106,CANTABRIA,-2.82662,43.23
Bilbao,2006-09-20,22:09:08,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2006-09-20,22:07:48,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Barakaldo,2006-09-20,21:24:18,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Arrigorriaga,2006-09-20,21:24:41,Blanco,AP-68,2,2,BILBAO,-2.90963,43.21954
Barakaldo,2006-09-20,21:24:18,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Basauri,2006-09-20,21:23:05,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2006-09-20,08:16:32,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
Gees,2006-09-20,12:08:27,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
,2006-09-20,08:16:32,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963
Bilbao,2006-09-20,09:10:40,Blanco,BI-625,386,386,BILBAO,-2.87693,43.22629
Muskiz,2006-09-20,09:08:58,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Muskiz,2006-09-20,09:08:58,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Santurtzi,2006-09-20,08:29:15,Blanco,N-644,130,131,Santurtzi,-3.04264,43.32942
,2006-09-19,21:06:47,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
Galdakao,2006-09-20,01:13:51,Blanco,N-634,92,92,SANTANDER,-2.73286,43.22458
Bilbao,2006-09-19,21:16:48,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Barakaldo,2006-09-19,21:15:51,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Basauri,2006-09-19,21:14:51,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-19,21:06:47,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848
Bilbao,2006-09-19,15:16:15,Blanco,BI-636,5,5,BILBAO,-2.97122,43.26661
Santurtzi,2006-09-19,13:08:50,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
Urdua-Ordua,2006-09-19,08:19:39,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963
Urdua-Ordua,2006-09-19,08:19:39,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963
Galdakao,2006-09-19,06:13:47,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
,2006-09-18,20:52:24,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
,2006-09-18,20:52:24,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
Galdakao,2006-09-18,23:47:46,Blanco,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633
Galdakao,2006-09-18,23:47:46,Blanco,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633
Santurtzi,2006-09-18,23:17:48,Amarillo,N-644,132,132,Santurtzi,-3.04274,43.34047
Arrigorriaga,2006-09-18,21:58:44,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Bilbao,2006-09-18,21:44:35,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Basauri,2006-09-18,21:11:53,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-18,21:44:35,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Basauri,2006-09-18,21:11:53,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-09-18,21:11:53,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-18,20:52:24,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848
Santurtzi,2006-09-18,18:09:03,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
Erandio,2006-09-18,09:18:27,Blanco,BI-637,14,14,KUKULARRA,-2.999062,43.33758
Erandio,2006-09-18,09:18:27,Blanco,N-637,14,14,CRUCES,-2.93759,43.28712
Arrigorriaga,2006-09-18,08:51:22,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963
Santurtzi,2006-09-18,08:47:49,Blanco,N-644,130,131,Santurtzi,-3.04264,43.32942
Arrigorriaga,2006-09-17,22:49:40,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
Arrigorriaga,2006-09-17,22:49:40,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
Bilbao,2006-09-18,00:43:23,Blanco,BI-631,6,6,Bermeo,-2.90798,43.26513
Arrigorriaga,2006-09-17,22:49:40,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
Barakaldo,2006-09-17,23:13:27,Blanco,N-634,117,117,SANTANDER,-2.978089,43.27842
Bilbao,2006-09-17,23:09:21,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Arrigorriaga,2006-09-17,22:49:40,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
Bilbao,2006-09-17,22:49:37,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Arrigorriaga,2006-09-17,22:49:40,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
Bilbao,2006-09-17,22:49:37,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Galdakao,2006-09-17,22:48:39,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
,2006-09-15,10:06:26,Blanco,BI-636,5,6,BILBAO,-2.97122,43.26661
,2006-09-14,22:09:40,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2006-09-14,22:09:40,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-09-14,21:25:54,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
,2006-09-14,11:49:06,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
,2006-09-14,09:26:40,Blanco,AP-68,17,17,BILBAO,-2.91414,43.11255
Balmaseda,2006-09-14,10:57:32,Blanco,BI-636,4,6,BILBAO,-2.964667,43.26813
,2006-09-14,09:26:40,Blanco,AP-68,17,17,BILBAO,-2.91414,43.11255
,2006-09-14,08:52:43,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Barakaldo,2006-09-14,08:03:13,Amarillo,A-8,124,128,IRUN,-3.005,43.28859
Basauri,2006-09-13,21:20:49,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2006-09-13,21:20:49,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Gees,2006-09-13,20:31:38,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Arrigorriaga,2006-09-13,13:09:31,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
,2006-09-13,11:53:45,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
Bilbao,2006-09-13,10:34:26,Blanco,BI-636,4,6,CADAGUA,-2.964667,43.26813
,2006-09-13,08:40:30,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Arrigorriaga,2006-09-12,21:19:57,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Bilbao,2006-09-12,23:40:13,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-09-12,21:24:45,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
,2006-09-12,21:19:57,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
,2006-09-12,21:19:57,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Bilbao,2006-09-12,23:40:13,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-12,23:40:13,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Basauri,2006-09-12,21:24:45,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
,2006-09-12,21:19:57,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
,2006-09-12,16:05:52,Amarillo,BI-636,8,8,BILBAO,-2.982984,43.2456
,2006-09-12,16:05:52,Amarillo,BI-637,8,8,KUKULARRA,-2.96382,43.30131
,2006-09-12,12:26:25,Blanco,N-634,120,120,SANTANDER,-3.0037,43.28628
Arrigorriaga,2006-09-12,11:52:37,Blanco,AP-68,2,1,BILBAO,-2.90963,43.21954
Arrigorriaga,2006-09-12,08:09:49,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
Arrigorriaga,2006-09-12,08:09:49,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
,2006-09-11,21:52:45,Blanco,A-8,108,108,CANTABRIA,-2.8481,43.23587
Basauri,2006-09-11,21:28:25,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Bilbao,2006-09-11,10:45:48,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2006-09-11,08:58:41,Blanco,N-634,107,107,DONOSTIA/SAN SEBASTIN,-2.893143,43.25446
Arrigorriaga,2006-09-10,23:54:59,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Arrigorriaga,2006-09-10,23:54:59,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Arrigorriaga,2006-09-10,23:51:57,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Basauri,2006-09-10,23:03:22,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Basauri,2006-09-10,22:15:22,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-09-08,07:58:25,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
,2006-09-07,23:13:37,Blanco,N-637,19,19,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174
,2006-09-07,23:13:37,Blanco,N-637,19,19,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174
Basauri,2006-09-07,21:15:34,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Basauri,2006-09-07,21:44:23,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-07,21:34:18,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Bilbao,2006-09-07,21:34:18,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Bilbao,2006-09-07,21:34:18,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Bilbao,2006-09-07,21:31:29,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Basauri,2006-09-07,21:15:34,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Alonsotegi,2006-09-07,16:25:11,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
Bilbao,2006-09-07,03:22:24,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848
Alonsotegi,2006-09-07,10:03:51,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Bilbao,2006-09-07,03:22:24,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Bilbao,2006-09-07,03:22:24,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935
Arrigorriaga,2006-09-07,03:22:24,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Arrigorriaga,2006-09-07,03:22:24,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
,2006-09-06,23:43:22,Blanco,N-634,93,93,DONOSTIA/SAN SEBASTIN,-2.74404,43.22788
,2006-09-06,23:07:33,Blanco,BI-604,6,6,ASUA,-2.95429,43.29389
Leioa,2006-09-06,22:01:43,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914
Basauri,2006-09-06,21:51:21,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-09-06,21:28:23,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-09-06,08:44:51,Blanco,AP-68,7,7,BILBAO,-2.896871,43.18217
,2006-09-05,21:34:51,Blanco,AP-68,7,7,BILBAO,-2.896871,43.18217
Bilbao,2006-09-05,21:34:51,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Bilbao,2006-09-05,21:34:51,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Galdakao,2006-09-06,04:48:04,Blanco,N-637,27,27,ERLETXE ( por PTE. RONTEGI),-2.80346,43.24778
,2006-09-06,04:48:04,Blanco,N-637,27,27,ERLETXE ( por PTE. RONTEGI),-2.80346,43.24778
Bilbao,2006-09-05,21:34:51,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Bilbao,2006-09-05,23:22:49,Blanco,BI-604,7,7,BILBAO,-2.94935,43.29915
Leioa,2006-09-05,21:57:55,Blanco,BI-637,9,9,KUKULARRA,-2.9623,43.30933
Basauri,2006-09-05,21:39:00,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-09-05,21:34:51,Blanco,AP-68,0,0,BILBAO,-2.917,43.23466
Bilbao,2006-09-05,21:16:57,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Galdakao,2006-09-05,10:31:30,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
,2006-09-05,10:25:08,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
Arrigorriaga,2006-09-05,08:02:09,Blanco,AP-68,7,7,BILBAO,-2.896871,43.18217
Santurtzi,2006-09-05,06:01:28,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Portugalete,2006-09-05,06:01:28,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Portugalete,2006-09-05,06:01:28,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Portugalete,2006-09-05,06:01:28,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
,2006-09-05,00:15:45,Blanco,A-8,102,102,IRUN,-2.78204,43.23156
Erandio,2006-09-04,22:52:43,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914
Barakaldo,2006-09-04,22:52:43,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914
Basauri,2006-09-04,22:24:46,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-09-04,22:24:46,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Barakaldo,2006-09-04,21:48:29,Blanco,N-634,118,118,SANTANDER,-2.983428,43.28587
Barakaldo,2006-09-04,21:33:33,Blanco,N-634,117,117,SANTANDER,-2.978089,43.27842
Barakaldo,2006-09-04,21:33:33,Blanco,N-634,117,117,SANTANDER,-2.978089,43.27842
Bilbao,2006-09-04,21:22:59,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Bilbao,2006-09-04,09:55:34,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-09-04,09:55:34,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-09-04,07:35:45,Rojo,AP-68,2,2,ZARAGOZA,-2.909877,43.21948
Bilbao,2006-09-04,07:35:45,Amarillo,AP-68,2,2,ZARAGOZA,-2.909877,43.21948
Bilbao,2006-09-04,07:35:45,Amarillo,AP-68,2,2,ZARAGOZA,-2.909877,43.21948
Bilbao,2006-09-03,21:57:20,Blanco,N-634,117,117,SANTANDER,-2.978089,43.27842
Bilbao,2006-09-01,10:08:42,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
,2006-09-01,10:08:42,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
,2006-09-01,10:08:42,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
Areatza,2006-09-01,09:57:12,Blanco,N-240,28,28,BILBAO,-2.70798,43.06164
Bilbao,2006-09-01,09:35:07,Amarillo,N-634,103,107,SANTANDER,-2.861065,43.23255
Muskiz,2006-09-01,09:05:21,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
,2006-09-01,09:05:21,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Basauri,2006-09-01,04:33:21,Blanco,A-8,111,111,CANTABRIA,-2.883459,43.231
Barakaldo,2006-08-31,23:53:54,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Barakaldo,2006-08-31,22:37:06,Blanco,N-634,120,120,DONOSTIA/SAN SEBASTIN,-3.0037,43.28628
Valle de Trpaga-Trapagaran,2006-08-31,22:41:30,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
,2006-08-31,22:37:06,Blanco,N-634,120,120,DONOSTIA/SAN SEBASTIN,-3.0037,43.28628
Bilbao,2006-08-31,08:51:21,Amarillo,N-634,103,107,SANTANDER,-2.861065,43.23255
,2006-08-31,08:40:49,Blanco,BI-636,5,5,CADAGUA,-2.97139,43.26691
Santurtzi,2006-08-30,21:10:08,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Santurtzi,2006-08-30,21:10:08,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Balmaseda,2006-06-19,16:14:58,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Santurtzi,2006-08-29,21:03:35,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
,2006-08-29,08:54:16,Blanco,AP-68,18,19,ZARAGOZA,-2.915516,43.10396
Leioa,2006-08-28,23:02:19,Blanco,BI-637,13,14,KUKULARRA,-2.99625,43.33018
Leioa,2006-08-29,00:49:33,Blanco,BI-637,12,12,KUKULARRA,-2.98539,43.32479
Leioa,2006-08-28,23:02:19,Blanco,BI-637,13,14,KUKULARRA,-2.99625,43.33018
Bilbao,2006-08-28,02:08:44,Amarillo,BI-604,3,3,ASUA,-2.948006,43.27291
Bilbao,2006-08-28,02:08:44,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Bilbao,2006-08-24,13:05:31,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
,2006-08-24,08:15:15,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Gordexola,2006-08-24,07:58:31,Blanco,BI-630,49,53,CARRANZA,-3.29343,43.2377
Bilbao,2006-08-23,23:12:11,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Bilbao,2006-08-23,22:12:11,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Karrantza Harana/Valle de Carranza,2006-08-23,14:26:54,Blanco,BI-630,49,49,CARRANZA,-3.29343,43.2377
Karrantza Harana/Valle de Carranza,2006-08-23,14:26:54,Blanco,BI-630,49,49,CARRANZA,-3.29343,43.2377
,2006-08-23,10:01:21,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
,2006-08-23,10:01:21,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
,2006-08-23,11:33:57,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
,2006-08-23,10:01:21,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
,2006-08-23,10:01:21,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
,2006-08-23,09:12:36,Blanco,A-8,127,127,IRUN,-3.02827,43.308
,2006-08-23,07:35:05,Blanco,N-634,104,104,SANTANDER,-2.87085,43.23714
,2006-08-23,07:35:05,Blanco,N-634,104,104,SANTANDER,-2.87085,43.23714
Bilbao,2006-08-22,22:20:46,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-22,22:06:51,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
,2006-08-22,10:20:27,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
,2006-08-21,22:22:48,Blanco,N-634,98,99,SANTANDER,-2.80671,43.23633
,2006-08-21,22:22:48,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
Bilbao,2006-08-21,22:21:45,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
,2006-08-21,08:06:48,Blanco,BI-604,6,6,BILBAO,-2.95436,43.2942
Basauri,2006-08-20,22:17:10,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
Alonsotegi,2006-08-18,12:10:35,Blanco,BI-636,11,11,BILBAO,-3.01027,43.23294
Barakaldo,2006-08-17,23:11:57,Amarillo,A-8,122,120,IRUN,-2.98578,43.28167
,2006-08-17,21:13:59,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-17,21:13:59,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-17,21:16:23,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
,2006-08-17,21:13:59,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-17,21:13:59,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-17,09:37:11,Blanco,AP-68,22,22,BILBAO,-2.92426,43.07066
Gees,2006-08-17,09:34:46,Amarillo,BI-636,15,15,BILBAO,-3.042234,43.20626
,2006-08-16,22:14:29,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-16,22:14:29,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-08-16,11:15:22,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
Alonsotegi,2006-08-16,08:10:51,Blanco,BI-636,10,10,BILBAO,-3.004337,43.23591
Bilbao,2006-08-16,01:19:00,Blanco,A-8,114,114,IRUN,-2.91894,43.23552
Bilbao,2006-08-16,01:19:00,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Basauri,2006-08-15,22:13:15,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-08-15,22:13:15,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-08-14,22:24:58,Blanco,A-8,112,113,CANTABRIA,-2.89581,43.23219
,2006-08-14,17:26:59,Blanco,BI-625,352,352,BILBAO,-3.00485,42.99352
,2006-08-13,22:18:18,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Alonsotegi,2006-08-13,16:35:23,Negro,BI-636,10,10,BILBAO,-3.004337,43.23591
Alonsotegi,2006-08-13,16:35:23,Negro,BI-636,10,10,BILBAO,-3.004337,43.23591
Bilbao,2006-08-11,10:18:15,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Bilbao,2006-08-11,08:31:22,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
,2006-08-11,08:01:02,Blanco,N-634,105,105,SANTANDER,-2.878493,43.24412
,2006-08-11,08:01:02,Blanco,N-634,105,105,SANTANDER,-2.878493,43.24412
Bilbao,2006-08-11,00:52:58,Blanco,A-8,115,115,CANTABRIA,-2.927724,43.24221
Bilbao,2006-08-10,22:43:03,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Basauri,2006-08-10,21:41:51,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613
Basauri,2006-08-10,21:16:09,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Bilbao,2006-08-10,15:31:12,Blanco,A-8,115,115,CANTABRIA,-2.927724,43.24221
Bilbao,2006-08-10,15:31:12,Blanco,A-8,115,115,CANTABRIA,-2.927724,43.24221
